pipeline_a,pipeline_b,mean_a,mean_b,delta,wilcoxon_stat,p_value,significant,cohens_d,ci_lower,ci_upper,effect_size,n_comparisons,alpha_bonferroni
a_lgbm,b_pca20_mlp,0.470317,0.316525,0.153791,0.0,6.1e-05,True,11.7082,10.0306,15.5862,large,595,8.4e-05
a_lgbm,b_pca20_lr,0.470317,0.268302,0.202015,0.0,6.1e-05,True,16.2972,14.3065,21.0361,large,595,8.4e-05
a_lgbm,b_pca20_lgbm,0.470317,0.325282,0.145035,0.0,6.1e-05,True,11.0877,9.6861,14.3205,large,595,8.4e-05
a_lgbm,a_xgb,0.470317,0.467933,0.002384,0.0,6.1e-05,True,0.161,-0.5512,0.8673,negligible,595,8.4e-05
d_xgb,f_lr,0.430943,0.454131,-0.023188,0.0,6.1e-05,True,-1.3166,-2.2951,-0.6955,large,595,8.4e-05
d_xgb,f_lgbm,0.430943,0.455375,-0.024432,0.0,6.1e-05,True,-1.4692,-2.5592,-0.7752,large,595,8.4e-05
d_xgb,e_lr,0.430943,0.408232,0.022711,0.0,6.1e-05,True,1.3169,0.7169,2.2361,large,595,8.4e-05
d_rf,f_xgb,0.425527,0.45718,-0.031653,0.0,6.1e-05,True,-2.1187,-3.1297,-1.5505,large,595,8.4e-05
d_rf,f_rf,0.425527,0.455819,-0.030292,0.0,6.1e-05,True,-1.9076,-2.8816,-1.2907,large,595,8.4e-05
a_lr,b_pca20_mlp,0.449662,0.316525,0.133136,0.0,6.1e-05,True,10.3605,8.4978,14.9262,large,595,8.4e-05
a_lr,b_pca20_lr,0.449662,0.268302,0.18136,0.0,6.1e-05,True,14.9967,12.4538,20.754,large,595,8.4e-05
a_lr,b_pca20_lgbm,0.449662,0.325282,0.12438,0.0,6.1e-05,True,9.7213,7.9469,13.6312,large,595,8.4e-05
a_lr,a_xgb,0.449662,0.467933,-0.018271,0.0,6.1e-05,True,-1.2554,-2.1363,-0.6539,large,595,8.4e-05
a_lr,a_rf,0.449662,0.467784,-0.018123,0.0,6.1e-05,True,-1.2781,-2.1304,-0.6783,large,595,8.4e-05
e_rf,f_rf,0.434155,0.455819,-0.021663,0.0,6.1e-05,True,-1.3014,-2.1652,-0.6773,large,595,8.4e-05
e_lr,f_lr,0.408232,0.454131,-0.045899,0.0,6.1e-05,True,-2.3051,-3.454,-1.6693,large,595,8.4e-05
a_lgbm,d_lgbm,0.470317,0.430483,0.039833,0.0,6.1e-05,True,2.6959,1.9765,4.0951,large,595,8.4e-05
a_lgbm,f_rf,0.470317,0.455819,0.014498,0.0,6.1e-05,True,0.8501,0.1923,1.8229,large,595,8.4e-05
a_lgbm,a_mlp,0.470317,0.449193,0.021124,0.0,6.1e-05,True,1.4749,0.8696,2.4245,large,595,8.4e-05
a_lgbm,f_lgbm,0.470317,0.455375,0.014942,0.0,6.1e-05,True,0.887,0.2477,1.7962,large,595,8.4e-05
a_lgbm,e_xgb,0.470317,0.432861,0.037455,0.0,6.1e-05,True,2.6118,2.0272,3.6794,large,595,8.4e-05
a_lgbm,e_rf,0.470317,0.434155,0.036161,0.0,6.1e-05,True,2.4852,1.8867,3.5444,large,595,8.4e-05
a_lgbm,e_mlp,0.470317,0.422079,0.048238,0.0,6.1e-05,True,3.1168,2.4822,4.366,large,595,8.4e-05
a_lgbm,e_lr,0.470317,0.408232,0.062085,0.0,6.1e-05,True,3.5573,2.8376,5.0443,large,595,8.4e-05
a_lgbm,e_lgbm,0.470317,0.430156,0.04016,0.0,6.1e-05,True,2.8689,2.2602,4.0482,large,595,8.4e-05
a_lgbm,d_xgb,0.470317,0.430943,0.039374,0.0,6.1e-05,True,2.6649,2.0019,3.9358,large,595,8.4e-05
d_lgbm,f_xgb,0.430483,0.45718,-0.026697,0.0,6.1e-05,True,-1.6727,-2.8026,-1.0342,large,595,8.4e-05
d_lgbm,f_rf,0.430483,0.455819,-0.025335,0.0,6.1e-05,True,-1.5042,-2.5566,-0.8482,large,595,8.4e-05
d_lgbm,f_mlp,0.430483,0.454323,-0.02384,0.0,6.1e-05,True,-1.4086,-2.4947,-0.7459,large,595,8.4e-05
a_lr,d_lgbm,0.449662,0.430483,0.019178,0.0,6.1e-05,True,1.3206,0.6776,2.4704,large,595,8.4e-05
a_lr,c_xgb,0.449662,0.472805,-0.023143,0.0,6.1e-05,True,-1.6854,-2.6495,-1.0921,large,595,8.4e-05
a_lr,c_rf,0.449662,0.469832,-0.02017,0.0,6.1e-05,True,-1.4338,-2.3394,-0.8456,large,595,8.4e-05
a_lr,c_lgbm,0.449662,0.469593,-0.019931,0.0,6.1e-05,True,-1.431,-2.3323,-0.8566,large,595,8.4e-05
a_lr,b_pca90_xgb,0.449662,0.426388,0.023273,0.0,6.1e-05,True,1.7434,1.1054,2.7753,large,595,8.4e-05
a_lr,b_pca90_rf,0.449662,0.422365,0.027297,0.0,6.1e-05,True,1.9961,1.3572,3.0863,large,595,8.4e-05
a_lr,b_pca90_mlp,0.449662,0.422098,0.027563,0.0,6.1e-05,True,1.5819,1.0501,2.5363,large,595,8.4e-05
a_lr,b_pca90_lr,0.449662,0.413471,0.03619,0.0,6.1e-05,True,2.4963,1.8594,3.6245,large,595,8.4e-05
a_lr,b_pca90_lgbm,0.449662,0.425664,0.023998,0.0,6.1e-05,True,1.7641,1.1368,2.8334,large,595,8.4e-05
a_lr,b_pca20_xgb,0.449662,0.324421,0.125241,0.0,6.1e-05,True,9.3592,7.6279,13.4198,large,595,8.4e-05
a_lr,b_pca20_rf,0.449662,0.328477,0.121184,0.0,6.1e-05,True,9.5918,7.8289,13.4752,large,595,8.4e-05
a_lgbm,b_pca90_mlp,0.470317,0.422098,0.048218,0.0,6.1e-05,True,2.7341,2.1989,3.8482,large,595,8.4e-05
a_lgbm,b_pca90_lr,0.470317,0.413471,0.056845,0.0,6.1e-05,True,3.8537,3.2376,5.1578,large,595,8.4e-05
a_lgbm,b_pca90_lgbm,0.470317,0.425664,0.044653,0.0,6.1e-05,True,3.2186,2.613,4.4125,large,595,8.4e-05
a_lgbm,b_pca20_xgb,0.470317,0.324421,0.145896,0.0,6.1e-05,True,10.6841,9.1223,14.0122,large,595,8.4e-05
a_lgbm,b_pca20_rf,0.470317,0.328477,0.141839,0.0,6.1e-05,True,10.9749,9.5405,14.1779,large,595,8.4e-05
a_mlp,b_pca20_mlp,0.449193,0.316525,0.132668,0.0,6.1e-05,True,10.7552,9.0359,14.5367,large,595,8.4e-05
a_mlp,b_pca20_lr,0.449193,0.268302,0.180891,0.0,6.1e-05,True,15.6692,13.5705,20.2424,large,595,8.4e-05
a_mlp,b_pca20_lgbm,0.449193,0.325282,0.123911,0.0,6.1e-05,True,10.093,8.6983,13.138,large,595,8.4e-05
a_mlp,a_xgb,0.449193,0.467933,-0.01874,0.0,6.1e-05,True,-1.3289,-2.2163,-0.6773,large,595,8.4e-05
a_mlp,a_rf,0.449193,0.467784,-0.018591,0.0,6.1e-05,True,-1.3556,-2.2499,-0.6911,large,595,8.4e-05
a_lr,e_xgb,0.449662,0.432861,0.0168,0.0,6.1e-05,True,1.1932,0.5624,2.1255,large,595,8.4e-05
a_lr,e_rf,0.449662,0.434155,0.015506,0.0,6.1e-05,True,1.0848,0.4565,2.0028,large,595,8.4e-05
a_lr,e_mlp,0.449662,0.422079,0.027583,0.0,6.1e-05,True,1.8104,1.1681,2.9349,large,595,8.4e-05
a_lr,e_lr,0.449662,0.408232,0.04143,0.0,6.1e-05,True,2.4032,1.7392,3.7451,large,595,8.4e-05
a_lr,e_lgbm,0.449662,0.430156,0.019505,0.0,6.1e-05,True,1.4205,0.7942,2.4114,large,595,8.4e-05
a_lr,d_xgb,0.449662,0.430943,0.018719,0.0,6.1e-05,True,1.289,0.6338,2.4217,large,595,8.4e-05
a_lr,d_rf,0.449662,0.425527,0.024135,0.0,6.1e-05,True,1.802,1.1948,2.936,large,595,8.4e-05
a_lr,d_mlp,0.449662,0.428092,0.021569,0.0,6.1e-05,True,1.4398,0.8653,2.4799,large,595,8.4e-05
a_lr,d_lr,0.449662,0.418466,0.031196,0.0,6.1e-05,True,2.0794,1.4116,3.4357,large,595,8.4e-05
a_lgbm,a_lr,0.470317,0.449662,0.020655,0.0,6.1e-05,True,1.3986,0.7943,2.3084,large,595,8.4e-05
e_xgb,f_xgb,0.432861,0.45718,-0.024319,0.0,6.1e-05,True,-1.563,-2.4449,-0.9475,large,595,8.4e-05
e_xgb,f_rf,0.432861,0.455819,-0.022957,0.0,6.1e-05,True,-1.3945,-2.2801,-0.7737,large,595,8.4e-05
a_mlp,c_xgb,0.449193,0.472805,-0.023612,0.0,6.1e-05,True,-1.7819,-2.744,-1.1407,large,595,8.4e-05
a_mlp,c_rf,0.449193,0.469832,-0.020639,0.0,6.1e-05,True,-1.5177,-2.4103,-0.8665,large,595,8.4e-05
a_mlp,c_lgbm,0.449193,0.469593,-0.0204,0.0,6.1e-05,True,-1.5163,-2.4358,-0.8791,large,595,8.4e-05
a_mlp,b_pca90_xgb,0.449193,0.426388,0.022805,0.0,6.1e-05,True,1.7741,1.2448,2.7224,large,595,8.4e-05
a_mlp,b_pca90_rf,0.449193,0.422365,0.026828,0.0,6.1e-05,True,2.0337,1.4652,3.0637,large,595,8.4e-05
a_mlp,b_pca90_mlp,0.449193,0.422098,0.027095,0.0,6.1e-05,True,1.5893,1.082,2.4709,large,595,8.4e-05
a_mlp,b_pca90_lr,0.449193,0.413471,0.035722,0.0,6.1e-05,True,2.5437,1.9667,3.6538,large,595,8.4e-05
a_mlp,b_pca90_lgbm,0.449193,0.425664,0.023529,0.0,6.1e-05,True,1.7936,1.2371,2.7441,large,595,8.4e-05
a_mlp,b_pca20_xgb,0.449193,0.324421,0.124772,0.0,6.1e-05,True,9.6816,8.0962,12.9736,large,595,8.4e-05
a_mlp,b_pca20_rf,0.449193,0.328477,0.120716,0.0,6.1e-05,True,9.9684,8.5083,13.3267,large,595,8.4e-05
a_rf,b_pca90_xgb,0.467784,0.426388,0.041396,0.0,6.1e-05,True,3.1883,2.6187,4.3313,large,595,8.4e-05
a_rf,b_pca90_rf,0.467784,0.422365,0.045419,0.0,6.1e-05,True,3.4103,2.8186,4.713,large,595,8.4e-05
a_rf,b_pca90_mlp,0.467784,0.422098,0.045686,0.0,6.1e-05,True,2.6645,2.1383,3.7655,large,595,8.4e-05
a_rf,b_pca90_lr,0.467784,0.413471,0.054313,0.0,6.1e-05,True,3.8352,3.2218,5.1921,large,595,8.4e-05
a_rf,b_pca90_lgbm,0.467784,0.425664,0.04212,0.0,6.1e-05,True,3.1801,2.5495,4.4852,large,595,8.4e-05
a_rf,b_pca20_xgb,0.467784,0.324421,0.143364,0.0,6.1e-05,True,11.0137,9.2164,14.9068,large,595,8.4e-05
a_rf,b_pca20_rf,0.467784,0.328477,0.139307,0.0,6.1e-05,True,11.3746,9.7677,15.0902,large,595,8.4e-05
a_rf,b_pca20_mlp,0.467784,0.316525,0.151259,0.0,6.1e-05,True,12.1297,10.242,16.4702,large,595,8.4e-05
a_rf,b_pca20_lr,0.467784,0.268302,0.199482,0.0,6.1e-05,True,17.0666,14.6989,22.6631,large,595,8.4e-05
a_rf,b_pca20_lgbm,0.467784,0.325282,0.142502,0.0,6.1e-05,True,11.4805,9.8858,15.2491,large,595,8.4e-05
e_rf,f_xgb,0.434155,0.45718,-0.023025,0.0,6.1e-05,True,-1.4616,-2.3321,-0.8464,large,595,8.4e-05
a_mlp,e_lr,0.449193,0.408232,0.040961,0.0,6.1e-05,True,2.4297,1.8194,3.7211,large,595,8.4e-05
a_lgbm,c_mlp,0.470317,0.445802,0.024514,0.0,6.1e-05,True,1.754,1.1695,2.6824,large,595,8.4e-05
a_rf,e_xgb,0.467784,0.432861,0.034923,0.0,6.1e-05,True,2.5428,1.958,3.5492,large,595,8.4e-05
a_rf,e_rf,0.467784,0.434155,0.033629,0.0,6.1e-05,True,2.4101,1.8132,3.4275,large,595,8.4e-05
a_rf,e_mlp,0.467784,0.422079,0.045705,0.0,6.1e-05,True,3.0641,2.4078,4.3416,large,595,8.4e-05
a_rf,e_lr,0.467784,0.408232,0.059553,0.0,6.1e-05,True,3.5118,2.7686,5.0437,large,595,8.4e-05
a_rf,e_lgbm,0.467784,0.430156,0.037628,0.0,6.1e-05,True,2.813,2.1781,4.0092,large,595,8.4e-05
a_rf,d_xgb,0.467784,0.430943,0.036841,0.0,6.1e-05,True,2.5968,1.9305,3.9072,large,595,8.4e-05
a_rf,d_rf,0.467784,0.425527,0.042258,0.0,6.1e-05,True,3.2434,2.6671,4.4672,large,595,8.4e-05
a_rf,d_mlp,0.467784,0.428092,0.039692,0.0,6.1e-05,True,2.7082,2.1237,4.0402,large,595,8.4e-05
a_rf,d_lr,0.467784,0.418466,0.049319,0.0,6.1e-05,True,3.3601,2.6421,4.9687,large,595,8.4e-05
a_rf,d_lgbm,0.467784,0.430483,0.037301,0.0,6.1e-05,True,2.6292,1.9048,4.0504,large,595,8.4e-05
a_rf,c_xgb,0.467784,0.472805,-0.005021,0.0,6.1e-05,True,-0.3753,-1.1621,0.2763,small,595,8.4e-05
a_rf,c_mlp,0.467784,0.445802,0.021982,0.0,6.1e-05,True,1.6463,1.0806,2.5554,large,595,8.4e-05
a_rf,c_lr,0.467784,0.449611,0.018174,0.0,6.1e-05,True,1.2949,0.6521,2.2339,large,595,8.4e-05
a_xgb,d_lgbm,0.467933,0.430483,0.03745,0.0,6.1e-05,True,2.5718,1.8692,3.9456,large,595,8.4e-05
a_xgb,c_mlp,0.467933,0.445802,0.022131,0.0,6.1e-05,True,1.6095,1.0219,2.5022,large,595,8.4e-05
a_xgb,c_lr,0.467933,0.449611,0.018323,0.0,6.1e-05,True,1.2713,0.6328,2.187,large,595,8.4e-05
a_xgb,b_pca90_xgb,0.467933,0.426388,0.041545,0.0,6.1e-05,True,3.1022,2.5266,4.2637,large,595,8.4e-05
a_xgb,b_pca90_rf,0.467933,0.422365,0.045568,0.0,6.1e-05,True,3.3222,2.7175,4.5607,large,595,8.4e-05
a_xgb,b_pca90_mlp,0.467933,0.422098,0.045835,0.0,6.1e-05,True,2.6255,2.1133,3.6995,large,595,8.4e-05
a_xgb,b_pca90_lr,0.467933,0.413471,0.054462,0.0,6.1e-05,True,3.7465,3.1237,5.0664,large,595,8.4e-05
a_xgb,b_pca90_lgbm,0.467933,0.425664,0.042269,0.0,6.1e-05,True,3.0977,2.4812,4.3362,large,595,8.4e-05
a_xgb,b_pca20_xgb,0.467933,0.324421,0.143513,0.0,6.1e-05,True,10.6907,9.0541,14.285,large,595,8.4e-05
a_xgb,b_pca20_rf,0.467933,0.328477,0.139456,0.0,6.1e-05,True,10.9988,9.518,14.5351,large,595,8.4e-05
a_xgb,b_pca20_mlp,0.467933,0.316525,0.151408,0.0,6.1e-05,True,11.7419,9.9399,15.7726,large,595,8.4e-05
a_xgb,b_pca20_lr,0.467933,0.268302,0.199631,0.0,6.1e-05,True,16.4437,14.2543,21.3062,large,595,8.4e-05
a_xgb,b_pca20_lgbm,0.467933,0.325282,0.142651,0.0,6.1e-05,True,11.1108,9.6201,14.5656,large,595,8.4e-05
a_lgbm,c_lr,0.470317,0.449611,0.020706,0.0,6.1e-05,True,1.4154,0.7897,2.3769,large,595,8.4e-05
a_rf,f_rf,0.467784,0.455819,0.011966,0.0,6.1e-05,True,0.7231,0.0679,1.6636,medium,595,8.4e-05
b_pca20_lgbm,b_pca20_lr,0.325282,0.268302,0.05698,0.0,6.1e-05,True,5.7194,4.9832,7.5998,large,595,8.4e-05
a_lgbm,b_pca90_xgb,0.470317,0.426388,0.043928,0.0,6.1e-05,True,3.2243,2.6523,4.4077,large,595,8.4e-05
a_lgbm,b_pca90_rf,0.470317,0.422365,0.047952,0.0,6.1e-05,True,3.4391,2.84,4.6791,large,595,8.4e-05
a_xgb,e_xgb,0.467933,0.432861,0.035072,0.0,6.1e-05,True,2.4837,1.9186,3.5081,large,595,8.4e-05
a_xgb,e_rf,0.467933,0.434155,0.033778,0.0,6.1e-05,True,2.3565,1.7677,3.3879,large,595,8.4e-05
a_xgb,e_mlp,0.467933,0.422079,0.045854,0.0,6.1e-05,True,3.0023,2.3854,4.2666,large,595,8.4e-05
a_xgb,e_lr,0.467933,0.408232,0.059701,0.0,6.1e-05,True,3.4564,2.7444,4.9087,large,595,8.4e-05
a_xgb,e_lgbm,0.467933,0.430156,0.037777,0.0,6.1e-05,True,2.7428,2.125,3.8921,large,595,8.4e-05
a_xgb,d_xgb,0.467933,0.430943,0.03699,0.0,6.1e-05,True,2.5403,1.87,3.8,large,595,8.4e-05
a_xgb,d_rf,0.467933,0.425527,0.042406,0.0,6.1e-05,True,3.1563,2.5975,4.3689,large,595,8.4e-05
a_xgb,d_mlp,0.467933,0.428092,0.039841,0.0,6.1e-05,True,2.6527,2.0612,3.9032,large,595,8.4e-05
a_xgb,d_lr,0.467933,0.418466,0.049467,0.0,6.1e-05,True,3.289,2.5696,4.7934,large,595,8.4e-05
d_lgbm,f_lr,0.430483,0.454131,-0.023647,0.0,6.1e-05,True,-1.3427,-2.3492,-0.6812,large,595,8.4e-05
d_lgbm,f_lgbm,0.430483,0.455375,-0.024892,0.0,6.1e-05,True,-1.4968,-2.6702,-0.8075,large,595,8.4e-05
e_lr,f_lgbm,0.408232,0.455375,-0.047143,0.0,6.1e-05,True,-2.4749,-3.7601,-1.7951,large,595,8.4e-05
e_lr,e_xgb,0.408232,0.432861,-0.02463,0.0,6.1e-05,True,-1.4596,-2.379,-0.8365,large,595,8.4e-05
e_lr,e_rf,0.408232,0.434155,-0.025924,0.0,6.1e-05,True,-1.5201,-2.4295,-0.91,large,595,8.4e-05
e_lr,f_xgb,0.408232,0.45718,-0.048948,0.0,6.1e-05,True,-2.6506,-3.8693,-2.0274,large,595,8.4e-05
e_lgbm,f_xgb,0.430156,0.45718,-0.027024,0.0,6.1e-05,True,-1.7727,-2.7048,-1.1515,large,595,8.4e-05
e_lr,f_rf,0.408232,0.455819,-0.047587,0.0,6.1e-05,True,-2.474,-3.6377,-1.8399,large,595,8.4e-05
e_lr,f_mlp,0.408232,0.454323,-0.046092,0.0,6.1e-05,True,-2.3873,-3.5258,-1.7572,large,595,8.4e-05
e_lgbm,e_lr,0.430156,0.408232,0.021925,0.0,6.1e-05,True,1.322,0.6742,2.2707,large,595,8.4e-05
d_xgb,f_xgb,0.430943,0.45718,-0.026237,0.0,6.1e-05,True,-1.6439,-2.6663,-1.0237,large,595,8.4e-05
b_pca20_lgbm,d_xgb,0.325282,0.430943,-0.105661,0.0,6.1e-05,True,-8.2532,-11.1246,-6.9144,large,595,8.4e-05
b_pca20_lgbm,d_rf,0.325282,0.425527,-0.100245,0.0,6.1e-05,True,-8.7128,-12.7002,-7.0374,large,595,8.4e-05
b_pca20_lgbm,d_mlp,0.325282,0.428092,-0.10281,0.0,6.1e-05,True,-7.7182,-11.9738,-5.823,large,595,8.4e-05
b_pca20_lgbm,d_lr,0.325282,0.418466,-0.093184,0.0,6.1e-05,True,-6.9831,-9.5778,-5.7949,large,595,8.4e-05
b_pca20_lgbm,d_lgbm,0.325282,0.430483,-0.105201,0.0,6.1e-05,True,-8.2172,-11.4873,-6.7277,large,595,8.4e-05
b_pca20_lgbm,c_xgb,0.325282,0.472805,-0.147523,0.0,6.1e-05,True,-12.3988,-16.1635,-10.9975,large,595,8.4e-05
b_pca20_lgbm,c_rf,0.325282,0.469832,-0.14455,0.0,6.1e-05,True,-11.7669,-15.4912,-10.3987,large,595,8.4e-05
b_pca20_lgbm,c_mlp,0.325282,0.445802,-0.120521,0.0,6.1e-05,True,-10.1525,-13.8248,-8.72,large,595,8.4e-05
b_pca20_lgbm,c_lr,0.325282,0.449611,-0.124329,0.0,6.1e-05,True,-9.8414,-13.2389,-8.302,large,595,8.4e-05
b_pca20_lgbm,c_lgbm,0.325282,0.469593,-0.144311,0.0,6.1e-05,True,-11.9029,-15.7235,-10.4404,large,595,8.4e-05
b_pca20_lgbm,b_pca90_xgb,0.325282,0.426388,-0.101106,0.0,6.1e-05,True,-8.8265,-12.3094,-7.2956,large,595,8.4e-05
b_pca20_lgbm,b_pca90_rf,0.325282,0.422365,-0.097083,0.0,6.1e-05,True,-8.2049,-11.3217,-6.9029,large,595,8.4e-05
b_pca20_lgbm,b_pca90_mlp,0.325282,0.422098,-0.096816,0.0,6.1e-05,True,-6.0437,-9.5118,-4.7693,large,595,8.4e-05
b_pca20_lgbm,b_pca90_lr,0.325282,0.413471,-0.088189,0.0,6.1e-05,True,-6.9036,-9.5613,-5.7226,large,595,8.4e-05
b_pca20_lgbm,b_pca90_lgbm,0.325282,0.425664,-0.100382,0.0,6.1e-05,True,-8.5431,-11.8924,-7.1383,large,595,8.4e-05
b_pca20_lr,b_pca90_mlp,0.268302,0.422098,-0.153796,0.0,6.1e-05,True,-9.9447,-15.5659,-8.062,large,595,8.4e-05
b_pca20_lr,b_pca90_lr,0.268302,0.413471,-0.145169,0.0,6.1e-05,True,-12.0253,-16.0093,-10.2775,large,595,8.4e-05
b_pca20_lr,b_pca90_lgbm,0.268302,0.425664,-0.157362,0.0,6.1e-05,True,-14.3287,-19.7313,-12.1485,large,595,8.4e-05
b_pca20_lr,b_pca20_xgb,0.268302,0.324421,-0.056119,0.0,6.1e-05,True,-5.2418,-6.8886,-4.4727,large,595,8.4e-05
b_pca20_lr,b_pca20_rf,0.268302,0.328477,-0.060176,0.0,6.1e-05,True,-6.1682,-7.9997,-5.3422,large,595,8.4e-05
b_pca20_lr,b_pca20_mlp,0.268302,0.316525,-0.048223,0.0,6.1e-05,True,-4.806,-6.4866,-4.1014,large,595,8.4e-05
b_pca20_lgbm,f_xgb,0.325282,0.45718,-0.131898,0.0,6.1e-05,True,-9.1557,-12.3308,-7.9,large,595,8.4e-05
b_pca20_lgbm,f_rf,0.325282,0.455819,-0.130537,0.0,6.1e-05,True,-8.4886,-11.9213,-7.1235,large,595,8.4e-05
b_pca20_lgbm,f_mlp,0.325282,0.454323,-0.129041,0.0,6.1e-05,True,-8.3426,-11.2804,-7.1326,large,595,8.4e-05
b_pca20_lgbm,f_lr,0.325282,0.454131,-0.128849,0.0,6.1e-05,True,-7.9456,-10.9213,-6.7509,large,595,8.4e-05
b_pca20_lgbm,f_lgbm,0.325282,0.455375,-0.130093,0.0,6.1e-05,True,-8.5905,-12.3084,-7.0054,large,595,8.4e-05
b_pca20_lgbm,e_xgb,0.325282,0.432861,-0.10758,0.0,6.1e-05,True,-8.7472,-11.3913,-7.6314,large,595,8.4e-05
b_pca20_lgbm,e_rf,0.325282,0.434155,-0.108874,0.0,6.1e-05,True,-8.6802,-10.9874,-7.6261,large,595,8.4e-05
b_pca20_lgbm,e_mlp,0.325282,0.422079,-0.096797,0.0,6.1e-05,True,-7.1142,-9.9765,-5.6531,large,595,8.4e-05
b_pca20_lgbm,e_lr,0.325282,0.408232,-0.08295,0.0,6.1e-05,True,-5.2441,-8.3023,-4.0835,large,595,8.4e-05
b_pca20_lgbm,e_lgbm,0.325282,0.430156,-0.104874,0.0,6.1e-05,True,-8.8146,-11.4781,-7.4763,large,595,8.4e-05
b_pca20_lr,e_rf,0.268302,0.434155,-0.165854,0.0,6.1e-05,True,-14.0238,-17.3448,-12.6568,large,595,8.4e-05
b_pca20_lr,e_mlp,0.268302,0.422079,-0.153777,0.0,6.1e-05,True,-11.8757,-16.9425,-9.5543,large,595,8.4e-05
b_pca20_lr,e_lr,0.268302,0.408232,-0.13993,0.0,6.1e-05,True,-9.1721,-14.5821,-7.2792,large,595,8.4e-05
b_pca20_lr,e_lgbm,0.268302,0.430156,-0.161854,0.0,6.1e-05,True,-14.5288,-18.8359,-12.759,large,595,8.4e-05
b_pca20_lr,d_xgb,0.268302,0.430943,-0.162641,0.0,6.1e-05,True,-13.4396,-18.1298,-11.3873,large,595,8.4e-05
b_pca20_lr,d_rf,0.268302,0.425527,-0.157225,0.0,6.1e-05,True,-14.6661,-21.2578,-11.9777,large,595,8.4e-05
b_pca20_lr,d_mlp,0.268302,0.428092,-0.15979,0.0,6.1e-05,True,-12.6331,-19.8866,-9.6351,large,595,8.4e-05
b_pca20_lr,d_lr,0.268302,0.418466,-0.150164,0.0,6.1e-05,True,-11.8487,-16.6132,-9.893,large,595,8.4e-05
b_pca20_lr,d_lgbm,0.268302,0.430483,-0.162181,0.0,6.1e-05,True,-13.4014,-19.2609,-11.0126,large,595,8.4e-05
b_pca20_lr,c_xgb,0.268302,0.472805,-0.204503,0.0,6.1e-05,True,-18.3565,-23.2391,-16.2914,large,595,8.4e-05
b_pca20_lr,c_rf,0.268302,0.469832,-0.20153,0.0,6.1e-05,True,-17.445,-21.9981,-15.4951,large,595,8.4e-05
b_pca20_lr,c_mlp,0.268302,0.445802,-0.177501,0.0,6.1e-05,True,-15.9742,-21.0666,-13.7111,large,595,8.4e-05
b_pca20_lr,c_lr,0.268302,0.449611,-0.181309,0.0,6.1e-05,True,-15.2072,-20.6449,-12.8359,large,595,8.4e-05
b_pca20_lr,c_lgbm,0.268302,0.469593,-0.201291,0.0,6.1e-05,True,-17.6857,-22.8668,-15.5346,large,595,8.4e-05
b_pca20_lr,b_pca90_xgb,0.268302,0.426388,-0.158086,0.0,6.1e-05,True,-14.8216,-20.2443,-12.7253,large,595,8.4e-05
b_pca20_lr,b_pca90_rf,0.268302,0.422365,-0.154063,0.0,6.1e-05,True,-13.9168,-18.8506,-11.9693,large,595,8.4e-05
b_pca20_mlp,c_mlp,0.316525,0.445802,-0.129277,0.0,6.1e-05,True,-10.8352,-15.5063,-9.0061,large,595,8.4e-05
b_pca20_mlp,c_lr,0.316525,0.449611,-0.133085,0.0,6.1e-05,True,-10.4876,-14.8908,-8.6806,large,595,8.4e-05
b_pca20_mlp,c_lgbm,0.316525,0.469593,-0.153068,0.0,6.1e-05,True,-12.5641,-17.4961,-10.7965,large,595,8.4e-05
b_pca20_mlp,b_pca90_xgb,0.316525,0.426388,-0.109863,0.0,6.1e-05,True,-9.539,-13.966,-7.814,large,595,8.4e-05
b_pca20_mlp,b_pca90_rf,0.316525,0.422365,-0.10584,0.0,6.1e-05,True,-8.8996,-12.7883,-7.3104,large,595,8.4e-05
b_pca20_mlp,b_pca90_mlp,0.316525,0.422098,-0.105573,0.0,6.1e-05,True,-6.572,-10.2705,-5.1914,large,595,8.4e-05
b_pca20_mlp,b_pca90_lr,0.316525,0.413471,-0.096946,0.0,6.1e-05,True,-7.556,-10.8893,-6.1985,large,595,8.4e-05
b_pca20_mlp,b_pca90_lgbm,0.316525,0.425664,-0.109139,0.0,6.1e-05,True,-9.2406,-13.4506,-7.5796,large,595,8.4e-05
b_pca20_lr,f_xgb,0.268302,0.45718,-0.188878,0.0,6.1e-05,True,-13.6996,-18.4188,-11.7081,large,595,8.4e-05
b_pca20_lr,f_rf,0.268302,0.455819,-0.187517,0.0,6.1e-05,True,-12.6704,-17.789,-10.6397,large,595,8.4e-05
b_pca20_lr,f_mlp,0.268302,0.454323,-0.186021,0.0,6.1e-05,True,-12.4905,-16.9211,-10.7207,large,595,8.4e-05
b_pca20_lr,f_lr,0.268302,0.454131,-0.185829,0.0,6.1e-05,True,-11.8596,-16.3092,-10.0283,large,595,8.4e-05
b_pca20_lr,f_lgbm,0.268302,0.455375,-0.187073,0.0,6.1e-05,True,-12.8518,-18.5502,-10.4532,large,595,8.4e-05
b_pca20_lr,e_xgb,0.268302,0.432861,-0.16456,0.0,6.1e-05,True,-14.226,-18.1251,-12.697,large,595,8.4e-05
b_pca20_mlp,f_rf,0.316525,0.455819,-0.139293,0.0,6.1e-05,True,-9.0307,-12.791,-7.436,large,595,8.4e-05
