pipeline_a,pipeline_b,mean_a,mean_b,delta,wilcoxon_stat,p_value,significant,cohens_d,ci_lower,ci_upper,effect_size,n_comparisons,alpha_bonferroni
a_lgbm,b_pca90_lgbm,0.766393,0.750119,0.016274,0.0,6.1e-05,True,0.8717,0.1503,1.673,large,595,8.4e-05
c_xgb,e_lgbm,0.779678,0.759278,0.020401,0.0,6.1e-05,True,1.0932,0.4018,1.9076,large,595,8.4e-05
c_xgb,e_mlp,0.779678,0.762259,0.01742,0.0,6.1e-05,True,0.8713,0.1692,1.5844,large,595,8.4e-05
c_xgb,e_lr,0.779678,0.759518,0.020161,0.0,6.1e-05,True,1.0,0.3542,1.7116,large,595,8.4e-05
c_xgb,e_rf,0.779678,0.761241,0.018438,0.0,6.1e-05,True,1.0097,0.3448,1.7501,large,595,8.4e-05
c_xgb,e_xgb,0.779678,0.761322,0.018356,0.0,6.1e-05,True,0.9874,0.3095,1.7726,large,595,8.4e-05
c_xgb,d_lr,0.779678,0.762855,0.016824,0.0,6.1e-05,True,0.9036,0.2093,1.6576,large,595,8.4e-05
c_xgb,f_lgbm,0.779678,0.762578,0.017101,0.0,6.1e-05,True,0.9367,0.2174,1.7298,large,595,8.4e-05
c_xgb,d_xgb,0.779678,0.763116,0.016562,0.0,6.1e-05,True,0.9167,0.2429,1.6477,large,595,8.4e-05
a_lr,b_pca20_lgbm,0.764768,0.747152,0.017616,0.0,6.1e-05,True,0.9685,0.2303,1.8279,large,595,8.4e-05
c_xgb,d_mlp,0.779678,0.762767,0.016911,0.0,6.1e-05,True,0.8725,0.2197,1.6032,large,595,8.4e-05
c_xgb,d_rf,0.779678,0.764098,0.015581,0.0,6.1e-05,True,0.8735,0.1621,1.6651,large,595,8.4e-05
a_lr,c_lgbm,0.764768,0.775723,-0.010955,0.0,6.1e-05,True,-0.5831,-1.371,0.0782,medium,595,8.4e-05
b_pca20_xgb,c_lr,0.756394,0.776564,-0.020171,0.0,6.1e-05,True,-1.1296,-1.9672,-0.5242,large,595,8.4e-05
b_pca20_xgb,b_pca90_xgb,0.756394,0.747007,0.009387,0.0,6.1e-05,True,0.5012,-0.2378,1.3257,medium,595,8.4e-05
a_lr,c_rf,0.764768,0.778891,-0.014123,0.0,6.1e-05,True,-0.7579,-1.5953,-0.1004,medium,595,8.4e-05
c_rf,d_rf,0.778891,0.764098,0.014793,0.0,6.1e-05,True,0.7971,0.074,1.5825,medium,595,8.4e-05
c_rf,d_mlp,0.778891,0.762767,0.016124,0.0,6.1e-05,True,0.8042,0.1213,1.5332,large,595,8.4e-05
c_rf,d_lgbm,0.778891,0.760065,0.018826,0.0,6.1e-05,True,0.9728,0.251,1.8763,large,595,8.4e-05
b_pca20_xgb,c_lgbm,0.756394,0.775723,-0.019329,0.0,6.1e-05,True,-1.009,-1.8676,-0.3653,large,595,8.4e-05
b_pca20_xgb,c_mlp,0.756394,0.775019,-0.018625,0.0,6.1e-05,True,-1.0535,-1.831,-0.4422,large,595,8.4e-05
b_pca20_xgb,c_rf,0.756394,0.778891,-0.022497,0.0,6.1e-05,True,-1.1836,-2.0103,-0.5753,large,595,8.4e-05
c_mlp,e_rf,0.775019,0.761241,0.013778,0.0,6.1e-05,True,0.7813,0.0988,1.4879,medium,595,8.4e-05
b_pca20_xgb,c_xgb,0.756394,0.779678,-0.023285,0.0,6.1e-05,True,-1.2723,-2.1258,-0.6506,large,595,8.4e-05
c_rf,d_lr,0.778891,0.762855,0.016036,0.0,6.1e-05,True,0.8304,0.1061,1.5717,large,595,8.4e-05
b_pca90_rf,c_rf,0.758334,0.778891,-0.020557,0.0,6.1e-05,True,-1.092,-1.9065,-0.4785,large,595,8.4e-05
b_pca90_lr,c_xgb,0.763654,0.779678,-0.016025,0.0,6.1e-05,True,-0.9109,-1.7162,-0.2598,large,595,8.4e-05
b_pca20_mlp,c_xgb,0.762225,0.779678,-0.017454,0.0,6.1e-05,True,-0.9796,-1.7705,-0.3492,large,595,8.4e-05
b_pca90_lr,c_rf,0.763654,0.778891,-0.015237,0.0,6.1e-05,True,-0.8315,-1.6258,-0.1419,large,595,8.4e-05
b_pca90_lr,b_pca90_xgb,0.763654,0.747007,0.016647,0.0,6.1e-05,True,0.9229,0.2,1.8655,large,595,8.4e-05
b_pca90_mlp,c_xgb,0.7615,0.779678,-0.018178,0.0,6.1e-05,True,-1.0519,-1.8793,-0.3972,large,595,8.4e-05
b_pca90_mlp,c_rf,0.7615,0.778891,-0.01739,0.0,6.1e-05,True,-0.9647,-1.8291,-0.3295,large,595,8.4e-05
a_rf,b_pca20_lgbm,0.772127,0.747152,0.024975,0.0,6.1e-05,True,1.323,0.6217,2.251,large,595,8.4e-05
a_rf,b_pca20_lr,0.772127,0.762731,0.009395,0.0,6.1e-05,True,0.5106,-0.2236,1.3392,medium,595,8.4e-05
b_pca20_rf,c_xgb,0.755849,0.779678,-0.023829,0.0,6.1e-05,True,-1.3359,-2.1816,-0.7012,large,595,8.4e-05
b_pca90_mlp,b_pca90_xgb,0.7615,0.747007,0.014494,0.0,6.1e-05,True,0.8172,0.094,1.7321,large,595,8.4e-05
b_pca90_xgb,c_xgb,0.747007,0.779678,-0.032672,0.0,6.1e-05,True,-1.7861,-2.8801,-1.0857,large,595,8.4e-05
b_pca90_xgb,c_rf,0.747007,0.778891,-0.031884,0.0,6.1e-05,True,-1.6782,-2.7273,-0.9821,large,595,8.4e-05
b_pca20_mlp,c_rf,0.762225,0.778891,-0.016666,0.0,6.1e-05,True,-0.8988,-1.6904,-0.2388,large,595,8.4e-05
b_pca90_rf,c_xgb,0.758334,0.779678,-0.021345,0.0,6.1e-05,True,-1.1784,-1.9873,-0.5672,large,595,8.4e-05
b_pca20_rf,c_lgbm,0.755849,0.775723,-0.019874,0.0,6.1e-05,True,-1.062,-1.9469,-0.4048,large,595,8.4e-05
b_pca90_rf,b_pca90_xgb,0.758334,0.747007,0.011327,0.0,6.1e-05,True,0.6107,-0.1172,1.508,medium,595,8.4e-05
b_pca90_rf,c_lr,0.758334,0.776564,-0.018231,0.0,6.1e-05,True,-1.0321,-1.8171,-0.4115,large,595,8.4e-05
b_pca20_rf,b_pca90_lr,0.755849,0.763654,-0.007805,0.0,6.1e-05,True,-0.444,-1.2774,0.2686,small,595,8.4e-05
b_pca20_rf,c_lr,0.755849,0.776564,-0.020715,0.0,6.1e-05,True,-1.1919,-2.0399,-0.5944,large,595,8.4e-05
b_pca20_rf,b_pca90_xgb,0.755849,0.747007,0.008843,0.0,6.1e-05,True,0.4838,-0.2496,1.3219,small,595,8.4e-05
b_pca20_rf,c_rf,0.755849,0.778891,-0.023042,0.0,6.1e-05,True,-1.2414,-2.0755,-0.6216,large,595,8.4e-05
b_pca20_rf,c_mlp,0.755849,0.775019,-0.01917,0.0,6.1e-05,True,-1.1146,-1.9021,-0.5064,large,595,8.4e-05
a_mlp,c_xgb,0.767693,0.779678,-0.011985,0.0,6.1e-05,True,-0.6076,-1.4249,0.0552,medium,595,8.4e-05
a_mlp,c_rf,0.767693,0.778891,-0.011198,0.0,6.1e-05,True,-0.5494,-1.3434,0.1245,medium,595,8.4e-05
b_pca90_xgb,d_rf,0.747007,0.764098,-0.017091,0.0,6.1e-05,True,-0.9351,-1.8279,-0.2752,large,595,8.4e-05
b_pca90_xgb,c_mlp,0.747007,0.775019,-0.028013,0.0,6.1e-05,True,-1.5853,-2.5588,-0.9314,large,595,8.4e-05
b_pca20_mlp,b_pca90_xgb,0.762225,0.747007,0.015218,0.0,6.1e-05,True,0.8335,0.1071,1.8101,large,595,8.4e-05
b_pca90_xgb,c_lgbm,0.747007,0.775723,-0.028716,0.0,6.1e-05,True,-1.4997,-2.5355,-0.8283,large,595,8.4e-05
b_pca20_mlp,b_pca20_rf,0.762225,0.755849,0.006376,0.0,6.1e-05,True,0.3581,-0.3731,1.16,small,595,8.4e-05
b_pca90_xgb,c_lr,0.747007,0.776564,-0.029558,0.0,6.1e-05,True,-1.6562,-2.6796,-1.0057,large,595,8.4e-05
b_pca20_lr,c_xgb,0.762731,0.779678,-0.016947,0.0,6.1e-05,True,-0.9612,-1.788,-0.3246,large,595,8.4e-05
b_pca20_lr,c_rf,0.762731,0.778891,-0.01616,0.0,6.1e-05,True,-0.88,-1.7006,-0.2024,large,595,8.4e-05
b_pca20_lr,b_pca90_xgb,0.762731,0.747007,0.015725,0.0,6.1e-05,True,0.8699,0.1474,1.8123,large,595,8.4e-05
a_rf,b_pca90_lr,0.772127,0.763654,0.008473,0.0,6.1e-05,True,0.4614,-0.2706,1.2744,small,595,8.4e-05
a_rf,b_pca90_lgbm,0.772127,0.750119,0.022008,0.0,6.1e-05,True,1.1138,0.4338,1.9616,large,595,8.4e-05
a_rf,b_pca20_xgb,0.772127,0.756394,0.015733,0.0,6.1e-05,True,0.8262,0.1089,1.6904,large,595,8.4e-05
a_rf,b_pca20_rf,0.772127,0.755849,0.016277,0.0,6.1e-05,True,0.8752,0.168,1.7459,large,595,8.4e-05
a_rf,b_pca20_mlp,0.772127,0.762225,0.009902,0.0,6.1e-05,True,0.533,-0.2014,1.3471,medium,595,8.4e-05
b_pca20_lgbm,b_pca20_xgb,0.747152,0.756394,-0.009242,0.0,6.1e-05,True,-0.4977,-1.3477,0.167,small,595,8.4e-05
b_pca20_lgbm,b_pca90_lr,0.747152,0.763654,-0.016502,0.0,6.1e-05,True,-0.9233,-1.8148,-0.2445,large,595,8.4e-05
b_pca20_lgbm,b_pca90_mlp,0.747152,0.7615,-0.014349,0.0,6.1e-05,True,-0.8168,-1.6736,-0.1323,large,595,8.4e-05
b_pca20_lgbm,b_pca90_rf,0.747152,0.758334,-0.011182,0.0,6.1e-05,True,-0.6082,-1.5298,0.0805,medium,595,8.4e-05
b_pca20_lgbm,b_pca20_lr,0.747152,0.762731,-0.01558,0.0,6.1e-05,True,-0.8698,-1.7383,-0.1778,large,595,8.4e-05
b_pca20_lgbm,b_pca20_mlp,0.747152,0.762225,-0.015073,0.0,6.1e-05,True,-0.833,-1.716,-0.1404,large,595,8.4e-05
a_xgb,b_pca90_xgb,0.769757,0.747007,0.02275,0.0,6.1e-05,True,1.196,0.4815,2.2635,large,595,8.4e-05
c_lgbm,d_mlp,0.775723,0.762767,0.012956,0.0,6.1e-05,True,0.6416,-0.0577,1.3401,medium,595,8.4e-05
a_xgb,b_pca20_lgbm,0.769757,0.747152,0.022605,0.0,6.1e-05,True,1.1982,0.4962,2.1357,large,595,8.4e-05
a_xgb,b_pca20_rf,0.769757,0.755849,0.013908,0.0,6.1e-05,True,0.7483,0.0315,1.6088,medium,595,8.4e-05
a_xgb,b_pca20_xgb,0.769757,0.756394,0.013363,0.0,6.1e-05,True,0.7022,-0.0131,1.5423,medium,595,8.4e-05
b_pca20_lgbm,c_xgb,0.747152,0.779678,-0.032527,0.0,6.1e-05,True,-1.7942,-2.7466,-1.1784,large,595,8.4e-05
a_rf,f_lgbm,0.772127,0.762578,0.009549,0.0,6.1e-05,True,0.5026,-0.2529,1.2955,medium,595,8.4e-05
b_pca20_lr,b_pca20_rf,0.762731,0.755849,0.006882,0.0,6.1e-05,True,0.3907,-0.3195,1.1543,small,595,8.4e-05
b_pca20_lgbm,f_lgbm,0.747152,0.762578,-0.015426,0.0,6.1e-05,True,-0.8327,-1.6705,-0.1807,large,595,8.4e-05
a_rf,b_pca90_xgb,0.772127,0.747007,0.02512,0.0,6.1e-05,True,1.3197,0.6042,2.3504,large,595,8.4e-05
b_pca20_lgbm,f_lr,0.747152,0.763341,-0.01619,0.0,6.1e-05,True,-0.8644,-1.6921,-0.198,large,595,8.4e-05
b_pca20_lgbm,d_rf,0.747152,0.764098,-0.016946,0.0,6.1e-05,True,-0.9356,-1.7762,-0.2981,large,595,8.4e-05
b_pca20_lgbm,d_xgb,0.747152,0.763116,-0.015965,0.0,6.1e-05,True,-0.8705,-1.756,-0.2271,large,595,8.4e-05
b_pca20_lgbm,f_rf,0.747152,0.763388,-0.016236,0.0,6.1e-05,True,-0.9167,-1.8018,-0.2708,large,595,8.4e-05
b_pca20_lgbm,b_pca20_rf,0.747152,0.755849,-0.008697,0.0,6.1e-05,True,-0.4801,-1.3301,0.2,small,595,8.4e-05
b_pca90_xgb,f_lr,0.747007,0.763341,-0.016335,0.0,6.1e-05,True,-0.8648,-1.7901,-0.196,large,595,8.4e-05
b_pca90_xgb,f_lgbm,0.747007,0.762578,-0.015571,0.0,6.1e-05,True,-0.8333,-1.721,-0.1708,large,595,8.4e-05
b_pca20_lgbm,d_lgbm,0.747152,0.760065,-0.012913,0.0,6.1e-05,True,-0.6824,-1.4195,-0.0272,medium,595,8.4e-05
b_pca20_lgbm,c_lr,0.747152,0.776564,-0.029413,0.0,6.1e-05,True,-1.6636,-2.5415,-1.0893,large,595,8.4e-05
b_pca20_lgbm,c_mlp,0.747152,0.775019,-0.027867,0.0,6.1e-05,True,-1.5924,-2.4403,-1.0089,large,595,8.4e-05
b_pca20_lgbm,c_rf,0.747152,0.778891,-0.031739,0.0,6.1e-05,True,-1.6846,-2.6383,-1.0786,large,595,8.4e-05
a_rf,e_rf,0.772127,0.761241,0.010886,0.0,6.1e-05,True,0.5728,-0.152,1.356,medium,595,8.4e-05
a_rf,e_mlp,0.772127,0.762259,0.009868,0.0,6.1e-05,True,0.4773,-0.2554,1.2586,small,595,8.4e-05
a_rf,f_lr,0.772127,0.763341,0.008785,0.0,6.1e-05,True,0.4576,-0.2575,1.3187,small,595,8.4e-05
c_xgb,f_lr,0.779678,0.763341,0.016337,0.0,6.1e-05,True,0.8849,0.1709,1.7437,large,595,8.4e-05
b_pca20_lgbm,c_lgbm,0.747152,0.775723,-0.028571,0.0,6.1e-05,True,-1.5044,-2.4407,-0.896,large,595,8.4e-05
c_xgb,d_lgbm,0.779678,0.760065,0.019614,0.0,6.1e-05,True,1.0512,0.3064,1.9848,large,595,8.4e-05
b_pca90_lgbm,b_pca90_lr,0.750119,0.763654,-0.013535,0.0,6.1e-05,True,-0.7199,-1.5473,-0.0574,medium,595,8.4e-05
c_rf,f_mlp,0.778891,0.76067,0.018221,0.0,6.1e-05,True,0.8881,0.1931,1.7029,large,595,8.4e-05
c_rf,f_rf,0.778891,0.763388,0.015503,0.0,6.1e-05,True,0.8533,0.112,1.6257,large,595,8.4e-05
c_rf,f_lgbm,0.778891,0.762578,0.016313,0.0,6.1e-05,True,0.8603,0.1191,1.65,large,595,8.4e-05
c_rf,e_xgb,0.778891,0.761322,0.017568,0.0,6.1e-05,True,0.911,0.2164,1.6665,large,595,8.4e-05
c_rf,e_rf,0.778891,0.761241,0.01765,0.0,6.1e-05,True,0.9306,0.2464,1.6803,large,595,8.4e-05
c_rf,f_lr,0.778891,0.763341,0.015549,0.0,6.1e-05,True,0.8115,0.0883,1.6651,large,595,8.4e-05
c_rf,e_mlp,0.778891,0.762259,0.016632,0.0,6.1e-05,True,0.8058,0.1002,1.5613,large,595,8.4e-05
b_pca90_lgbm,c_rf,0.750119,0.778891,-0.028772,0.0,6.1e-05,True,-1.4587,-2.3031,-0.8818,large,595,8.4e-05
b_pca90_lgbm,c_xgb,0.750119,0.779678,-0.029559,0.0,6.1e-05,True,-1.552,-2.3736,-0.9644,large,595,8.4e-05
b_pca90_lgbm,c_mlp,0.750119,0.775019,-0.0249,0.0,6.1e-05,True,-1.3497,-2.1024,-0.7737,large,595,8.4e-05
b_pca90_lgbm,c_lgbm,0.750119,0.775723,-0.025604,0.0,6.1e-05,True,-1.2887,-2.1532,-0.6912,large,595,8.4e-05
b_pca90_lgbm,b_pca90_rf,0.750119,0.758334,-0.008215,0.0,6.1e-05,True,-0.4258,-1.263,0.2693,small,595,8.4e-05
b_pca90_lgbm,c_lr,0.750119,0.776564,-0.026445,0.0,6.1e-05,True,-1.4204,-2.2295,-0.878,large,595,8.4e-05
a_lgbm,b_pca20_lgbm,0.766393,0.747152,0.019242,0.0,6.1e-05,True,1.085,0.3667,2.0124,large,595,8.4e-05
c_xgb,f_rf,0.779678,0.763388,0.01629,0.0,6.1e-05,True,0.9347,0.1937,1.7321,large,595,8.4e-05
c_rf,e_lr,0.778891,0.759518,0.019373,0.0,6.1e-05,True,0.9313,0.2948,1.6606,large,595,8.4e-05
c_rf,e_lgbm,0.778891,0.759278,0.019613,0.0,6.1e-05,True,1.0134,0.3208,1.8084,large,595,8.4e-05
c_rf,d_xgb,0.778891,0.763116,0.015774,0.0,6.1e-05,True,0.8399,0.1368,1.5599,large,595,8.4e-05
c_xgb,f_mlp,0.779678,0.76067,0.019009,0.0,6.1e-05,True,0.9569,0.2563,1.7836,large,595,8.4e-05
b_pca90_xgb,d_lgbm,0.747007,0.760065,-0.013058,1.0,0.000122,False,-0.6844,-1.504,-0.0257,medium,595,8.4e-05
c_mlp,e_xgb,0.775019,0.761322,0.013697,1.0,0.000122,False,0.7619,0.0509,1.5013,medium,595,8.4e-05
b_pca90_mlp,c_lgbm,0.7615,0.775723,-0.014222,1.0,0.000122,False,-0.7821,-1.6206,-0.1222,medium,595,8.4e-05
a_lr,c_xgb,0.764768,0.779678,-0.014911,1.0,0.000122,False,-0.8323,-1.6385,-0.1983,large,595,8.4e-05
c_mlp,d_rf,0.775019,0.764098,0.010921,1.0,0.000122,False,0.6351,-0.0801,1.3737,medium,595,8.4e-05
c_mlp,d_lgbm,0.775019,0.760065,0.014955,1.0,0.000122,False,0.8285,0.1147,1.6801,large,595,8.4e-05
c_lr,e_rf,0.776564,0.761241,0.015324,1.0,0.000122,False,0.8602,0.1841,1.5931,large,595,8.4e-05
b_pca90_mlp,c_mlp,0.7615,0.775019,-0.013519,1.0,0.000122,False,-0.8133,-1.5801,-0.1799,large,595,8.4e-05
b_pca90_rf,c_mlp,0.758334,0.775019,-0.016686,1.0,0.000122,False,-0.9543,-1.7003,-0.347,large,595,8.4e-05
b_pca20_xgb,b_pca90_lr,0.756394,0.763654,-0.00726,1.0,0.000122,False,-0.4023,-1.2472,0.3237,small,595,8.4e-05
a_lgbm,b_pca90_xgb,0.766393,0.747007,0.019387,1.0,0.000122,False,1.083,0.346,2.1112,large,595,8.4e-05
c_lgbm,d_xgb,0.775723,0.763116,0.012606,1.0,0.000122,False,0.6659,-0.036,1.3652,medium,595,8.4e-05
c_lgbm,d_rf,0.775723,0.764098,0.011625,1.0,0.000122,False,0.6212,-0.0953,1.3954,medium,595,8.4e-05
b_pca90_xgb,f_xgb,0.747007,0.763522,-0.016515,1.0,0.000122,False,-0.9183,-1.8859,-0.2416,large,595,8.4e-05
a_xgb,b_pca90_lgbm,0.769757,0.750119,0.019638,1.0,0.000122,False,0.9944,0.2988,1.8393,large,595,8.4e-05
a_rf,f_rf,0.772127,0.763388,0.008739,1.0,0.000122,False,0.48,-0.2791,1.2858,small,595,8.4e-05
a_rf,f_mlp,0.772127,0.76067,0.011457,1.0,0.000122,False,0.5575,-0.1851,1.4131,medium,595,8.4e-05
a_rf,e_lr,0.772127,0.759518,0.012609,1.0,0.000122,False,0.6052,-0.1097,1.3507,medium,595,8.4e-05
b_pca90_xgb,f_rf,0.747007,0.763388,-0.016381,1.0,0.000122,False,-0.9162,-1.8346,-0.2477,large,595,8.4e-05
a_rf,e_lgbm,0.772127,0.759278,0.012849,1.0,0.000122,False,0.6627,-0.0737,1.493,medium,595,8.4e-05
c_lr,d_xgb,0.776564,0.763116,0.013448,1.0,0.000122,False,0.7634,0.0622,1.4744,medium,595,8.4e-05
c_lr,d_rf,0.776564,0.764098,0.012467,1.0,0.000122,False,0.7173,0.018,1.4681,medium,595,8.4e-05
c_lr,d_lgbm,0.776564,0.760065,0.0165,1.0,0.000122,False,0.9054,0.1931,1.7941,large,595,8.4e-05
c_lgbm,e_rf,0.775723,0.761241,0.014482,1.0,0.000122,False,0.7575,0.0617,1.4775,medium,595,8.4e-05
a_rf,b_pca90_rf,0.772127,0.758334,0.013793,1.0,0.000122,False,0.7312,0.0205,1.5489,medium,595,8.4e-05
b_pca20_lgbm,f_xgb,0.747152,0.763522,-0.01637,1.0,0.000122,False,-0.9188,-1.8064,-0.2756,large,595,8.4e-05
a_rf,d_rf,0.772127,0.764098,0.008029,1.0,0.000122,False,0.4317,-0.2914,1.2169,small,595,8.4e-05
c_lgbm,e_lr,0.775723,0.759518,0.016205,1.0,0.000122,False,0.7739,0.1275,1.4908,medium,595,8.4e-05
b_pca20_mlp,b_pca90_lgbm,0.762225,0.750119,0.012106,1.0,0.000122,False,0.6367,-0.077,1.4442,medium,595,8.4e-05
b_pca20_lr,b_pca90_lgbm,0.762731,0.750119,0.012612,1.0,0.000122,False,0.6695,-0.0374,1.4718,medium,595,8.4e-05
a_rf,b_pca90_mlp,0.772127,0.7615,0.010626,1.0,0.000122,False,0.5882,-0.1445,1.41,medium,595,8.4e-05
b_pca20_mlp,b_pca20_xgb,0.762225,0.756394,0.005831,1.0,0.000122,False,0.3192,-0.4132,1.1193,small,595,8.4e-05
a_lgbm,c_xgb,0.766393,0.779678,-0.013285,1.0,0.000122,False,-0.7613,-1.571,-0.1456,medium,595,8.4e-05
a_lr,b_pca90_xgb,0.764768,0.747007,0.017761,1.0,0.000122,False,0.9678,0.2153,1.8851,large,595,8.4e-05
c_xgb,f_xgb,0.779678,0.763522,0.016157,1.0,0.000122,False,0.9213,0.2032,1.6735,large,595,8.4e-05
c_rf,f_xgb,0.778891,0.763522,0.015369,1.0,0.000122,False,0.8412,0.0817,1.5789,large,595,8.4e-05
b_pca90_lgbm,b_pca90_mlp,0.750119,0.7615,-0.011381,1.0,0.000122,False,-0.6148,-1.3835,0.0328,medium,595,8.4e-05
a_lgbm,b_pca20_rf,0.766393,0.755849,0.010544,1.0,0.000122,False,0.6048,-0.1357,1.4173,medium,595,8.4e-05
a_lgbm,b_pca20_xgb,0.766393,0.756394,0.01,2.0,0.000183,False,0.5583,-0.1823,1.3651,medium,595,8.4e-05
a_rf,e_xgb,0.772127,0.761322,0.010804,2.0,0.000183,False,0.5592,-0.1783,1.3464,medium,595,8.4e-05
a_rf,d_xgb,0.772127,0.763116,0.00901,2.0,0.000183,False,0.4788,-0.2622,1.2507,small,595,8.4e-05
c_lgbm,e_lgbm,0.775723,0.759278,0.016445,2.0,0.000183,False,0.8433,0.1567,1.6025,large,595,8.4e-05
c_lgbm,e_xgb,0.775723,0.761322,0.0144,2.0,0.000183,False,0.741,0.0366,1.4924,medium,595,8.4e-05
a_mlp,b_pca90_xgb,0.767693,0.747007,0.020687,2.0,0.000183,False,1.0279,0.2814,1.9659,large,595,8.4e-05
b_pca90_xgb,e_mlp,0.747007,0.762259,-0.015252,2.0,0.000183,False,-0.7482,-1.6726,-0.0825,medium,595,8.4e-05
b_pca20_mlp,c_lgbm,0.762225,0.775723,-0.013498,2.0,0.000183,False,-0.722,-1.5196,-0.0456,medium,595,8.4e-05
c_lr,f_lgbm,0.776564,0.762578,0.013986,2.0,0.000183,False,0.7854,0.0553,1.5239,medium,595,8.4e-05
c_mlp,f_rf,0.775019,0.763388,0.011631,2.0,0.000183,False,0.6934,-0.0283,1.4173,medium,595,8.4e-05
a_mlp,b_pca20_lgbm,0.767693,0.747152,0.020541,2.0,0.000183,False,1.0282,0.3097,1.9043,large,595,8.4e-05
b_pca20_rf,d_rf,0.755849,0.764098,-0.008249,2.0,0.000183,False,-0.4628,-1.2679,0.2318,small,595,8.4e-05
a_lgbm,c_rf,0.766393,0.778891,-0.012497,2.0,0.000183,False,-0.6871,-1.5092,-0.0438,medium,595,8.4e-05
b_pca20_lgbm,e_mlp,0.747152,0.762259,-0.015107,3.0,0.000305,False,-0.7464,-1.5765,-0.0769,medium,595,8.4e-05
a_rf,d_lgbm,0.772127,0.760065,0.012062,3.0,0.000305,False,0.6222,-0.0991,1.5434,medium,595,8.4e-05
b_pca20_lgbm,e_rf,0.747152,0.761241,-0.014089,3.0,0.000305,False,-0.7603,-1.5843,-0.1193,medium,595,8.4e-05
b_pca20_mlp,c_mlp,0.762225,0.775019,-0.012794,3.0,0.000305,False,-0.7448,-1.4822,-0.0897,medium,595,8.4e-05
b_pca20_mlp,c_lr,0.762225,0.776564,-0.014339,3.0,0.000305,False,-0.826,-1.6026,-0.1851,large,595,8.4e-05
c_mlp,f_lgbm,0.775019,0.762578,0.012441,3.0,0.000305,False,0.7056,-0.0433,1.4591,medium,595,8.4e-05
b_pca90_mlp,c_lr,0.7615,0.776564,-0.015064,3.0,0.000305,False,-0.8962,-1.7316,-0.276,large,595,8.4e-05
c_mlp,d_xgb,0.775019,0.763116,0.011903,3.0,0.000305,False,0.6827,-0.0221,1.3636,medium,595,8.4e-05
b_pca90_rf,c_lgbm,0.758334,0.775723,-0.017389,3.0,0.000305,False,-0.9163,-1.7298,-0.2844,large,595,8.4e-05
b_pca90_xgb,d_xgb,0.747007,0.763116,-0.01611,3.0,0.000305,False,-0.8708,-1.8003,-0.2113,large,595,8.4e-05
c_lr,e_lgbm,0.776564,0.759278,0.017287,3.0,0.000305,False,0.9485,0.2641,1.7079,large,595,8.4e-05
b_pca90_xgb,d_lr,0.747007,0.762855,-0.015848,3.0,0.000305,False,-0.8323,-1.7564,-0.1476,large,595,8.4e-05
c_lgbm,f_mlp,0.775723,0.76067,0.015053,3.0,0.000305,False,0.7288,0.0065,1.5119,medium,595,8.4e-05
c_lgbm,f_lgbm,0.775723,0.762578,0.013145,3.0,0.000305,False,0.6878,-0.0627,1.4356,medium,595,8.4e-05
c_lr,d_mlp,0.776564,0.762767,0.013797,3.0,0.000305,False,0.7276,0.0475,1.4351,medium,595,8.4e-05
b_pca20_lr,c_lr,0.762731,0.776564,-0.013833,3.0,0.000305,False,-0.8057,-1.595,-0.1599,large,595,8.4e-05
b_pca20_lr,c_mlp,0.762731,0.775019,-0.012288,3.0,0.000305,False,-0.7235,-1.4697,-0.0762,medium,595,8.4e-05
c_mlp,e_lgbm,0.775019,0.759278,0.015741,3.0,0.000305,False,0.872,0.1873,1.6154,large,595,8.4e-05
a_xgb,b_pca20_mlp,0.769757,0.762225,0.007532,3.0,0.000305,False,0.4057,-0.3445,1.1686,small,595,8.4e-05
c_mlp,d_mlp,0.775019,0.762767,0.012252,4.0,0.000427,False,0.6519,-0.0785,1.3443,medium,595,8.4e-05
b_pca20_lr,c_lgbm,0.762731,0.775723,-0.012992,4.0,0.000427,False,-0.7016,-1.4911,-0.0239,medium,595,8.4e-05
a_xgb,b_pca90_rf,0.769757,0.758334,0.011423,4.0,0.000427,False,0.606,-0.128,1.3973,medium,595,8.4e-05
c_lgbm,f_rf,0.775723,0.763388,0.012335,4.0,0.000427,False,0.6731,-0.1126,1.4357,medium,595,8.4e-05
c_lr,e_xgb,0.776564,0.761322,0.015242,4.0,0.000427,False,0.8397,0.1519,1.5974,large,595,8.4e-05
c_lr,e_lr,0.776564,0.759518,0.017047,4.0,0.000427,False,0.8628,0.1791,1.5595,large,595,8.4e-05
c_mlp,e_lr,0.775019,0.759518,0.015501,4.0,0.000427,False,0.791,0.1085,1.4726,medium,595,8.4e-05
a_xgb,b_pca20_lr,0.769757,0.762731,0.007025,4.0,0.000427,False,0.3821,-0.3592,1.1759,small,595,8.4e-05
a_xgb,c_xgb,0.769757,0.779678,-0.009922,4.0,0.000427,False,-0.5334,-1.3285,0.148,medium,595,8.4e-05
b_pca90_lgbm,d_rf,0.750119,0.764098,-0.013979,5.0,0.00061,False,-0.7345,-1.4704,-0.0971,medium,595,8.4e-05
c_lr,f_lr,0.776564,0.763341,0.013223,5.0,0.00061,False,0.7338,-0.0013,1.534,medium,595,8.4e-05
c_mlp,c_xgb,0.775019,0.779678,-0.004659,5.0,0.00061,False,-0.2707,-1.0654,0.4232,small,595,8.4e-05
a_rf,d_lr,0.772127,0.762855,0.009272,5.0,0.00061,False,0.4792,-0.2381,1.2571,small,595,8.4e-05
