pipeline_a,pipeline_b,mean_a,mean_b,delta,wilcoxon_stat,p_value,significant,cohens_d,ci_lower,ci_upper,effect_size,n_comparisons,alpha_bonferroni
d_lgbm,e_rf,0.760065,0.761241,-0.001176,44.0,0.389404,False,-0.0617,-0.8441,0.6104,negligible,595,8.4e-05
e_rf,f_lr,0.761241,0.763341,-0.002101,44.0,0.389404,False,-0.1114,-0.8785,0.6165,negligible,595,8.4e-05
b_pca20_lr,e_lr,0.762731,0.759518,0.003214,44.0,0.389404,False,0.161,-0.5595,0.8857,negligible,595,8.4e-05
d_lgbm,e_mlp,0.760065,0.762259,-0.002194,44.0,0.389404,False,-0.1059,-0.9204,0.5482,negligible,595,8.4e-05
d_lgbm,f_lgbm,0.760065,0.762578,-0.002513,45.0,0.421204,False,-0.132,-0.9489,0.5486,negligible,595,8.4e-05
b_pca90_mlp,d_lr,0.7615,0.762855,-0.001354,45.0,0.421204,False,-0.0749,-0.8399,0.6562,negligible,595,8.4e-05
b_pca90_lr,f_mlp,0.763654,0.76067,0.002984,45.0,0.421204,False,0.152,-0.6155,0.9268,negligible,595,8.4e-05
b_pca90_mlp,f_rf,0.7615,0.763388,-0.001888,45.0,0.421204,False,-0.1121,-0.9068,0.6223,negligible,595,8.4e-05
b_pca20_mlp,e_lgbm,0.762225,0.759278,0.002947,45.0,0.421204,False,0.1582,-0.5599,0.9245,negligible,595,8.4e-05
e_rf,f_lgbm,0.761241,0.762578,-0.001337,45.0,0.421204,False,-0.0717,-0.8836,0.6348,negligible,595,8.4e-05
b_pca20_mlp,f_lr,0.762225,0.763341,-0.001116,46.0,0.454285,False,-0.0606,-0.825,0.7156,negligible,595,8.4e-05
b_pca20_mlp,e_lr,0.762225,0.759518,0.002707,46.0,0.454285,False,0.1345,-0.5917,0.8599,negligible,595,8.4e-05
e_xgb,f_rf,0.761322,0.763388,-0.002066,46.0,0.454285,False,-0.1136,-0.926,0.5742,negligible,595,8.4e-05
b_pca20_lr,e_rf,0.762731,0.761241,0.001491,46.0,0.454285,False,0.0826,-0.6278,0.8314,negligible,595,8.4e-05
e_rf,f_xgb,0.761241,0.763522,-0.002281,46.0,0.454285,False,-0.1271,-0.934,0.5282,negligible,595,8.4e-05
b_pca20_mlp,f_xgb,0.762225,0.763522,-0.001297,46.0,0.454285,False,-0.0741,-0.8598,0.6866,negligible,595,8.4e-05
e_mlp,f_lr,0.762259,0.763341,-0.001083,46.0,0.454285,False,-0.0527,-0.8256,0.6431,negligible,595,8.4e-05
b_pca20_xgb,d_lgbm,0.756394,0.760065,-0.003671,46.0,0.454285,False,-0.1923,-0.8955,0.5637,negligible,595,8.4e-05
d_mlp,e_rf,0.762767,0.761241,0.001526,46.0,0.454285,False,0.0773,-0.6639,0.7903,negligible,595,8.4e-05
d_rf,f_lgbm,0.764098,0.762578,0.00152,46.0,0.454285,False,0.0833,-0.7278,0.7926,negligible,595,8.4e-05
c_rf,c_xgb,0.778891,0.779678,-0.000788,47.0,0.488708,False,-0.0424,-0.8009,0.6675,negligible,595,8.4e-05
a_lr,d_lr,0.764768,0.762855,0.001913,47.0,0.488708,False,0.1024,-0.6975,0.8146,negligible,595,8.4e-05
a_mlp,a_xgb,0.767693,0.769757,-0.002064,47.0,0.488708,False,-0.1011,-0.8924,0.6201,negligible,595,8.4e-05
a_lgbm,a_mlp,0.766393,0.767693,-0.0013,47.0,0.488708,False,-0.0671,-0.8614,0.6299,negligible,595,8.4e-05
a_lr,b_pca20_lr,0.764768,0.762731,0.002037,47.0,0.488708,False,0.1151,-0.6675,0.8501,negligible,595,8.4e-05
d_mlp,f_mlp,0.762767,0.76067,0.002098,47.0,0.488708,False,0.0987,-0.6753,0.8409,negligible,595,8.4e-05
b_pca90_mlp,e_lgbm,0.7615,0.759278,0.002223,47.0,0.488708,False,0.1227,-0.6372,0.8775,negligible,595,8.4e-05
a_lr,f_xgb,0.764768,0.763522,0.001246,47.0,0.488708,False,0.0708,-0.7456,0.7847,negligible,595,8.4e-05
b_pca20_xgb,e_lgbm,0.756394,0.759278,-0.002884,47.0,0.488708,False,-0.1511,-0.8901,0.5794,negligible,595,8.4e-05
b_pca20_mlp,d_lgbm,0.762225,0.760065,0.00216,48.0,0.524475,False,0.116,-0.5754,0.9428,negligible,595,8.4e-05
d_lgbm,e_xgb,0.760065,0.761322,-0.001258,48.0,0.524475,False,-0.065,-0.8565,0.6004,negligible,595,8.4e-05
e_xgb,f_lgbm,0.761322,0.762578,-0.001255,48.0,0.524475,False,-0.0662,-0.8704,0.6435,negligible,595,8.4e-05
a_lr,f_lgbm,0.764768,0.762578,0.00219,48.0,0.524475,False,0.1196,-0.6806,0.9,negligible,595,8.4e-05
b_pca90_rf,e_lr,0.758334,0.759518,-0.001184,48.0,0.524475,False,-0.0581,-0.8328,0.6432,negligible,595,8.4e-05
b_pca20_mlp,d_mlp,0.762225,0.762767,-0.000542,48.0,0.524475,False,-0.028,-0.786,0.713,negligible,595,8.4e-05
f_lgbm,f_xgb,0.762578,0.763522,-0.000944,49.0,0.561401,False,-0.0526,-0.8491,0.6731,negligible,595,8.4e-05
f_lgbm,f_rf,0.762578,0.763388,-0.00081,49.0,0.561401,False,-0.0454,-0.8323,0.6667,negligible,595,8.4e-05
d_mlp,e_xgb,0.762767,0.761322,0.001445,49.0,0.561401,False,0.072,-0.6833,0.7951,negligible,595,8.4e-05
d_lr,f_mlp,0.762855,0.76067,0.002185,49.0,0.561401,False,0.1063,-0.6772,0.8362,negligible,595,8.4e-05
f_lgbm,f_mlp,0.762578,0.76067,0.001908,49.0,0.561401,False,0.0943,-0.6924,0.8641,negligible,595,8.4e-05
b_pca90_mlp,d_lgbm,0.7615,0.760065,0.001436,49.0,0.561401,False,0.0793,-0.635,0.8702,negligible,595,8.4e-05
e_lgbm,e_mlp,0.759278,0.762259,-0.002981,49.0,0.561401,False,-0.1439,-0.9861,0.5159,negligible,595,8.4e-05
b_pca20_mlp,e_rf,0.762225,0.761241,0.000984,50.0,0.599487,False,0.054,-0.6661,0.8087,negligible,595,8.4e-05
d_xgb,f_rf,0.763116,0.763388,-0.000272,50.0,0.599487,False,-0.0154,-0.8202,0.7105,negligible,595,8.4e-05
e_lgbm,f_mlp,0.759278,0.76067,-0.001392,50.0,0.599487,False,-0.0676,-0.8643,0.5928,negligible,595,8.4e-05
b_pca20_lr,d_mlp,0.762731,0.762767,-3.6e-05,50.0,0.599487,False,-0.0019,-0.7467,0.7212,negligible,595,8.4e-05
d_lr,e_xgb,0.762855,0.761322,0.001532,50.0,0.599487,False,0.0793,-0.6612,0.7922,negligible,595,8.4e-05
b_pca20_mlp,f_rf,0.762225,0.763388,-0.001163,50.0,0.599487,False,-0.0669,-0.8273,0.6856,negligible,595,8.4e-05
d_rf,f_lr,0.764098,0.763341,0.000756,50.0,0.599487,False,0.041,-0.7458,0.7785,negligible,595,8.4e-05
b_pca90_rf,d_lgbm,0.758334,0.760065,-0.001731,50.0,0.599487,False,-0.0915,-0.8018,0.7063,negligible,595,8.4e-05
b_pca20_lr,d_rf,0.762731,0.764098,-0.001366,50.0,0.599487,False,-0.0776,-0.819,0.6612,negligible,595,8.4e-05
d_rf,e_mlp,0.764098,0.762259,0.001839,51.5,0.629192,False,0.092,-0.7156,0.7976,negligible,595,8.4e-05
c_lgbm,c_lr,0.775723,0.776564,-0.000842,51.0,0.638672,False,-0.046,-0.8207,0.6738,negligible,595,8.4e-05
b_pca20_lr,f_xgb,0.762731,0.763522,-0.00079,51.0,0.638672,False,-0.0457,-0.8344,0.7228,negligible,595,8.4e-05
b_pca20_mlp,d_lr,0.762225,0.762855,-0.00063,51.0,0.638672,False,-0.0339,-0.7953,0.7044,negligible,595,8.4e-05
b_pca20_mlp,e_xgb,0.762225,0.761322,0.000902,51.0,0.638672,False,0.0486,-0.6781,0.8016,negligible,595,8.4e-05
f_lr,f_rf,0.763341,0.763388,-4.7e-05,51.0,0.638672,False,-0.0026,-0.8122,0.7074,negligible,595,8.4e-05
d_xgb,f_xgb,0.763116,0.763522,-0.000405,51.0,0.638672,False,-0.0228,-0.8193,0.6786,negligible,595,8.4e-05
e_mlp,e_rf,0.762259,0.761241,0.001018,51.0,0.638672,False,0.05,-0.7101,0.7294,negligible,595,8.4e-05
b_pca90_mlp,f_lgbm,0.7615,0.762578,-0.001078,51.0,0.638672,False,-0.0609,-0.8827,0.6762,negligible,595,8.4e-05
e_mlp,e_xgb,0.762259,0.761322,0.000936,52.0,0.678772,False,0.0453,-0.7054,0.7293,negligible,595,8.4e-05
f_lr,f_xgb,0.763341,0.763522,-0.00018,52.0,0.678772,False,-0.0099,-0.8316,0.7001,negligible,595,8.4e-05
b_pca20_lr,f_mlp,0.762731,0.76067,0.002062,52.0,0.678772,False,0.1048,-0.6601,0.8851,negligible,595,8.4e-05
e_xgb,f_xgb,0.761322,0.763522,-0.002199,52.0,0.678772,False,-0.1203,-0.9244,0.5254,negligible,595,8.4e-05
a_lr,f_lr,0.764768,0.763341,0.001426,52.0,0.678772,False,0.077,-0.689,0.8144,negligible,595,8.4e-05
b_pca20_mlp,b_pca90_mlp,0.762225,0.7615,0.000725,52.0,0.678772,False,0.042,-0.7112,0.8145,negligible,595,8.4e-05
f_lgbm,f_lr,0.762578,0.763341,-0.000763,53.0,0.719727,False,-0.0405,-0.8,0.7086,negligible,595,8.4e-05
b_pca90_mlp,e_mlp,0.7615,0.762259,-0.000758,53.0,0.719727,False,-0.0389,-0.8247,0.67,negligible,595,8.4e-05
b_pca90_lr,d_xgb,0.763654,0.763116,0.000537,53.0,0.719727,False,0.0302,-0.7098,0.7599,negligible,595,8.4e-05
b_pca20_lr,f_rf,0.762731,0.763388,-0.000657,53.0,0.719727,False,-0.0382,-0.8091,0.7056,negligible,595,8.4e-05
a_lr,b_pca90_lr,0.764768,0.763654,0.001114,53.0,0.719727,False,0.0631,-0.7258,0.8015,negligible,595,8.4e-05
b_pca20_mlp,d_xgb,0.762225,0.763116,-0.000892,53.0,0.719727,False,-0.0494,-0.8051,0.6779,negligible,595,8.4e-05
b_pca20_lr,f_lr,0.762731,0.763341,-0.00061,53.0,0.719727,False,-0.0334,-0.7891,0.7451,negligible,595,8.4e-05
d_lr,d_rf,0.762855,0.764098,-0.001243,53.0,0.719727,False,-0.0668,-0.8228,0.6291,negligible,595,8.4e-05
d_rf,f_xgb,0.764098,0.763522,0.000576,54.0,0.761536,False,0.0329,-0.7773,0.7352,negligible,595,8.4e-05
b_pca90_mlp,e_rf,0.7615,0.761241,0.00026,54.0,0.761536,False,0.0147,-0.75,0.737,negligible,595,8.4e-05
d_mlp,d_xgb,0.762767,0.763116,-0.000349,54.0,0.761536,False,-0.0178,-0.7931,0.6824,negligible,595,8.4e-05
d_lgbm,e_lr,0.760065,0.759518,0.000547,54.0,0.761536,False,0.0262,-0.8157,0.6791,negligible,595,8.4e-05
d_rf,f_rf,0.764098,0.763388,0.00071,54.0,0.761536,False,0.0408,-0.763,0.7541,negligible,595,8.4e-05
b_pca20_lr,d_lr,0.762731,0.762855,-0.000123,54.0,0.761536,False,-0.0067,-0.7495,0.7152,negligible,595,8.4e-05
e_rf,e_xgb,0.761241,0.761322,-8.2e-05,54.0,0.761536,False,-0.0043,-0.7588,0.6823,negligible,595,8.4e-05
b_pca20_mlp,f_lgbm,0.762225,0.762578,-0.000353,55.0,0.803955,False,-0.0194,-0.7752,0.7356,negligible,595,8.4e-05
d_lr,f_lr,0.762855,0.763341,-0.000487,55.0,0.803955,False,-0.0253,-0.8128,0.7087,negligible,595,8.4e-05
e_mlp,f_rf,0.762259,0.763388,-0.001129,55.0,0.803955,False,-0.0576,-0.8791,0.6444,negligible,595,8.4e-05
e_mlp,f_mlp,0.762259,0.76067,0.001589,55.0,0.803955,False,0.0729,-0.6915,0.7913,negligible,595,8.4e-05
d_xgb,f_lgbm,0.763116,0.762578,0.000539,55.0,0.803955,False,0.0292,-0.7737,0.7524,negligible,595,8.4e-05
e_lr,f_mlp,0.759518,0.76067,-0.001152,55.0,0.803955,False,-0.0524,-0.8374,0.6553,negligible,595,8.4e-05
a_lr,d_rf,0.764768,0.764098,0.00067,55.0,0.803955,False,0.0374,-0.7495,0.7647,negligible,595,8.4e-05
b_pca90_lr,f_lgbm,0.763654,0.762578,0.001076,55.0,0.803955,False,0.0598,-0.6894,0.8113,negligible,595,8.4e-05
b_pca90_lr,d_mlp,0.763654,0.762767,0.000887,55.0,0.803955,False,0.0463,-0.6926,0.7506,negligible,595,8.4e-05
c_lgbm,c_mlp,0.775723,0.775019,0.000704,55.0,0.803955,False,0.0388,-0.718,0.7818,negligible,595,8.4e-05
f_rf,f_xgb,0.763388,0.763522,-0.000134,56.5,0.842398,False,-0.0078,-0.7977,0.7186,negligible,595,8.4e-05
b_pca90_mlp,e_lr,0.7615,0.759518,0.001983,56.0,0.846924,False,0.1009,-0.676,0.8167,negligible,595,8.4e-05
b_pca20_lgbm,b_pca90_xgb,0.747152,0.747007,0.000145,56.0,0.846924,False,0.0078,-0.7751,0.7401,negligible,595,8.4e-05
d_lgbm,e_lgbm,0.760065,0.759278,0.000787,56.0,0.846924,False,0.0405,-0.7167,0.7207,negligible,595,8.4e-05
e_mlp,f_xgb,0.762259,0.763522,-0.001263,56.0,0.846924,False,-0.0641,-0.8725,0.6053,negligible,595,8.4e-05
d_xgb,f_lr,0.763116,0.763341,-0.000225,56.0,0.846924,False,-0.012,-0.7809,0.7461,negligible,595,8.4e-05
b_pca20_mlp,f_mlp,0.762225,0.76067,0.001555,56.0,0.846924,False,0.0784,-0.681,0.8539,negligible,595,8.4e-05
d_lr,e_mlp,0.762855,0.762259,0.000596,56.0,0.846924,False,0.0288,-0.6958,0.7563,negligible,595,8.4e-05
d_lgbm,f_mlp,0.760065,0.76067,-0.000605,56.0,0.846924,False,-0.0294,-0.8491,0.6392,negligible,595,8.4e-05
d_lr,f_lgbm,0.762855,0.762578,0.000277,56.0,0.846924,False,0.0146,-0.7441,0.7193,negligible,595,8.4e-05
a_lr,f_rf,0.764768,0.763388,0.00138,56.0,0.846924,False,0.0789,-0.7316,0.8081,negligible,595,8.4e-05
b_pca20_mlp,e_mlp,0.762225,0.762259,-3.4e-05,56.0,0.846924,False,-0.0017,-0.7458,0.7373,negligible,595,8.4e-05
e_lgbm,e_lr,0.759278,0.759518,-0.00024,57.0,0.890381,False,-0.0115,-0.8283,0.6541,negligible,595,8.4e-05
e_mlp,f_lgbm,0.762259,0.762578,-0.000319,57.0,0.890381,False,-0.0157,-0.8024,0.6921,negligible,595,8.4e-05
b_pca90_mlp,e_xgb,0.7615,0.761322,0.000178,57.0,0.890381,False,0.0099,-0.7439,0.7408,negligible,595,8.4e-05
b_pca20_lr,d_xgb,0.762731,0.763116,-0.000385,57.0,0.890381,False,-0.0216,-0.7957,0.7087,negligible,595,8.4e-05
b_pca90_rf,e_lgbm,0.758334,0.759278,-0.000944,57.0,0.890381,False,-0.0499,-0.7475,0.7071,negligible,595,8.4e-05
d_lr,f_rf,0.762855,0.763388,-0.000533,57.0,0.890381,False,-0.0293,-0.7942,0.6749,negligible,595,8.4e-05
e_rf,f_mlp,0.761241,0.76067,0.000571,57.0,0.890381,False,0.0282,-0.7476,0.7421,negligible,595,8.4e-05
b_pca90_mlp,f_mlp,0.7615,0.76067,0.000831,57.0,0.890381,False,0.0429,-0.731,0.8282,negligible,595,8.4e-05
b_pca20_lr,e_mlp,0.762731,0.762259,0.000472,58.0,0.934082,False,0.0239,-0.7225,0.7576,negligible,595,8.4e-05
b_pca20_lr,f_lgbm,0.762731,0.762578,0.000153,58.0,0.934082,False,0.0085,-0.7547,0.7561,negligible,595,8.4e-05
d_mlp,f_rf,0.762767,0.763388,-0.000621,58.0,0.934082,False,-0.0327,-0.8089,0.694,negligible,595,8.4e-05
d_mlp,f_lr,0.762767,0.763341,-0.000574,58.0,0.934082,False,-0.0288,-0.8046,0.6975,negligible,595,8.4e-05
b_pca90_lr,d_rf,0.763654,0.764098,-0.000444,58.0,0.934082,False,-0.0253,-0.7576,0.7257,negligible,595,8.4e-05
b_pca90_lr,f_rf,0.763654,0.763388,0.000266,58.0,0.934082,False,0.0155,-0.7405,0.763,negligible,595,8.4e-05
b_pca90_lr,e_mlp,0.763654,0.762259,0.001395,58.0,0.934082,False,0.0706,-0.6722,0.7937,negligible,595,8.4e-05
d_mlp,f_lgbm,0.762767,0.762578,0.000189,58.0,0.934082,False,0.0096,-0.7746,0.7334,negligible,595,8.4e-05
d_lr,d_mlp,0.762855,0.762767,8.8e-05,58.0,0.934082,False,0.0044,-0.7624,0.735,negligible,595,8.4e-05
d_xgb,e_mlp,0.763116,0.762259,0.000858,59.0,0.977966,False,0.0425,-0.7468,0.7688,negligible,595,8.4e-05
d_mlp,f_xgb,0.762767,0.763522,-0.000755,59.0,0.977966,False,-0.0395,-0.8382,0.6715,negligible,595,8.4e-05
b_pca90_lr,f_xgb,0.763654,0.763522,0.000132,59.0,0.977966,False,0.0076,-0.7669,0.781,negligible,595,8.4e-05
d_lr,d_xgb,0.762855,0.763116,-0.000262,59.0,0.977966,False,-0.0139,-0.8001,0.671,negligible,595,8.4e-05
d_lr,f_xgb,0.762855,0.763522,-0.000667,59.0,0.977966,False,-0.0364,-0.8166,0.6993,negligible,595,8.4e-05
d_mlp,e_mlp,0.762767,0.762259,0.000508,59.0,0.977966,False,0.0238,-0.7161,0.718,negligible,595,8.4e-05
b_pca90_lr,d_lr,0.763654,0.762855,0.000799,59.0,0.977966,False,0.0435,-0.6813,0.7631,negligible,595,8.4e-05
b_pca90_lr,f_lr,0.763654,0.763341,0.000312,60.0,1.0,False,0.0172,-0.7313,0.796,negligible,595,8.4e-05
d_mlp,d_rf,0.762767,0.764098,-0.001331,60.0,1.0,False,-0.0687,-0.8219,0.6602,negligible,595,8.4e-05
e_xgb,f_mlp,0.761322,0.76067,0.000653,60.0,1.0,False,0.0318,-0.7326,0.7473,negligible,595,8.4e-05
