,importance
vae_6,0.2022413
vae_1,0.07040197
vae_12,0.06835393
vae_11,0.058231626
vae_14,0.052791037
vae_5,0.052590817
vae_4,0.05244516
vae_0,0.052179936
vae_9,0.051883988
vae_3,0.05075449
vae_13,0.050561808
vae_10,0.049250085
vae_15,0.049218275
vae_7,0.047015887
vae_8,0.04682791
vae_2,0.045251813
