,importance
vae_13,0.2204185
vae_11,0.13855429
vae_12,0.10446192
vae_3,0.07468451
vae_14,0.041113432
vae_0,0.040285893
vae_1,0.039979726
vae_15,0.039810076
vae_2,0.039138272
vae_7,0.038857285
vae_5,0.038632277
vae_4,0.037852924
vae_6,0.037180584
vae_8,0.036883775
vae_9,0.03650065
vae_10,0.035645932
